titles,urls,ratings,n_favs,genres,authors
Here U Are,https://myanimelist.net/manga/119072/Here_U_Are,8.45,1358.0,"['Boys Love', 'Drama', 'Slice of Life']",['D Jun']
Hirayasumi,https://myanimelist.net/manga/137303/Hirayasumi,8.45,,[],[]
Tomodachi Game,https://myanimelist.net/manga/62795/Tomodachi_Game,8.45,,[],[]
Adachi to Shimamura,https://myanimelist.net/manga/77597/Adachi_to_Shimamura,8.44,469.0,"['Girls Love', 'Slice of Life']","['Iruma, Hitoma', 'Ousaka, Nozomi']"
Barakamon,https://myanimelist.net/manga/17051/Barakamon,8.44,1377.0,"['Comedy', 'Slice of Life']","['Yoshino, Satsuki']"
Who Made Me a Princess,https://myanimelist.net/manga/121269/Who_Made_Me_a_Princess,8.44,,[],[]
Yubisaki to Renren,https://myanimelist.net/manga/121504/Yubisaki_to_Renren,8.43,,[],[]
Mo Dao Zu Shi,https://myanimelist.net/manga/137200/Mo_Dao_Zu_Shi,8.43,535.0,"['Action', 'Adventure', 'Boys Love', 'Mystery', 'Supernatural']","['Mo Xiang Tong Xiu', 'Luo Di Cheng Qiu']"
21st Century Boys,https://myanimelist.net/manga/743/21st_Century_Boys,8.43,786.0,"['Award Winning', 'Drama', 'Mystery', 'Sci-Fi']","['Urasawa, Naoki']"
Umineko no Naku Koro ni Chiru - Episode 6: Dawn of the Golden Witch,https://myanimelist.net/manga/21499/Umineko_no_Naku_Koro_ni_Chiru_-_Episode_6__Dawn_of_the_Golden_Witch,8.43,,[],[]
Horimiya,https://myanimelist.net/manga/42451/Horimiya,8.43,,[],[]
Blue Giant,https://myanimelist.net/manga/85719/Blue_Giant,8.42,,[],[]
The Boxer,https://myanimelist.net/manga/141120/The_Boxer,8.42,,[],[]
Eleceed,https://myanimelist.net/manga/147171/Eleceed,8.42,714.0,[],"['Kim, Hye-Jin', 'Son, Jae-Ho']"
Innocent Rouge,https://myanimelist.net/manga/93699/Innocent_Rouge,8.42,750.0,[],"['Sakamoto, Shinichi']"
Bungou Stray Dogs,https://myanimelist.net/manga/98380/Bungou_Stray_Dogs,8.42,1307.0,"['Mystery', 'Supernatural']","['Asagiri, Kafka', 'Harukawa35', 'Ganjii', 'Iwahata, Hiro']"
Mugen no Juunin,https://myanimelist.net/manga/658/Mugen_no_Juunin,8.42,,[],[]
Kage no Jitsuryokusha ni Naritakute!,https://myanimelist.net/manga/115922/Kage_no_Jitsuryokusha_ni_Naritakute,8.42,981.0,"['Action', 'Comedy', 'Fantasy']","['Touzai', 'Aizawa, Daisuke']"
Hirano to Kagiura,https://myanimelist.net/manga/119279/Hirano_to_Kagiura,8.42,313.0,"['Boys Love', 'Slice of Life']","['Harusono, Shou']"
The Legend of the Northern Blade,https://myanimelist.net/manga/134744/The_Legend_of_the_Northern_Blade,8.42,802.0,"['Action', 'Adventure', 'Fantasy']","['Woogack', 'Hae, Min']"
"Mata, Onaji Yume wo Miteita",https://myanimelist.net/manga/110160/Mata_Onaji_Yume_wo_Miteita,8.41,,[],[]
Nan Hao Shang Feng,https://myanimelist.net/manga/138533/Nan_Hao_Shang_Feng,8.41,,[],[]
Umineko no Naku Koro ni Chiru,https://myanimelist.net/manga/79993/Umineko_no_Naku_Koro_ni_Chiru,8.41,169.0,"['Fantasy', 'Horror', 'Mystery', 'Supernatural', 'Suspense']","['Ryukishi07', 'Tomohi']"
Shousetsu Akatsuki no Yona: Onaji Tsuki no Shita de,https://myanimelist.net/manga/87953/Shousetsu_Akatsuki_no_Yona__Onaji_Tsuki_no_Shita_de,8.41,334.0,"['Adventure', 'Romance']","['Kusanagi, Mizuho', 'Fujitani, Touko']"
Dragon Ball,https://myanimelist.net/manga/42/Dragon_Ball,8.41,,[],[]
Nodame Cantabile,https://myanimelist.net/manga/419/Nodame_Cantabile,8.41,,[],[]
Gunnm,https://myanimelist.net/manga/768/Gunnm,8.41,,[],[]
Tobaku Mokushiroku Kaiji,https://myanimelist.net/manga/3572/Tobaku_Mokushiroku_Kaiji,8.41,,[],[]
Juuni Kokuki,https://myanimelist.net/manga/3807/Juuni_Kokuki,8.41,,[],[]
Kuroshitsuji,https://myanimelist.net/manga/3866/Kuroshitsuji,8.41,15989.0,"['Action', 'Fantasy', 'Mystery', 'Supernatural']","['Toboso, Yana']"
Onanie Master Kurosawa,https://myanimelist.net/manga/8967/Onanie_Master_Kurosawa,8.41,,[],[]
Youjo Senki,https://myanimelist.net/manga/88930/Youjo_Senki,8.41,863.0,"['Action', 'Fantasy']","['Shinotsuki, Shinobu', 'Zen, Carlo']"
"Kumo desu ga, Nani ka?",https://myanimelist.net/manga/95012/Kumo_desu_ga_Nani_ka,8.4,,[],[]
Tower of God,https://myanimelist.net/manga/122663/Tower_of_God,8.4,,[],[]
Noragami,https://myanimelist.net/manga/24692/Noragami,8.4,,[],[]
No.6,https://myanimelist.net/manga/26728/No6,8.4,,[],[]
Imawa no Kuni no Alice,https://myanimelist.net/manga/33031/Imawa_no_Kuni_no_Alice,8.4,,[],[]
Basara,https://myanimelist.net/manga/974/Basara,8.4,,[],[]
Tobaku Hakairoku Kaiji,https://myanimelist.net/manga/3573/Tobaku_Hakairoku_Kaiji,8.4,,[],[]
My Girl,https://myanimelist.net/manga/6164/My_Girl,8.4,,[],[]
The Breaker,https://myanimelist.net/manga/8586/The_Breaker,8.4,,[],[]
Toaru Majutsu no Index,https://myanimelist.net/manga/12854/Toaru_Majutsu_no_Index,8.4,,[],[]
Kaichou wa Maid-sama!,https://myanimelist.net/manga/2921/Kaichou_wa_Maid-sama,8.39,,[],[]
Bakuman.,https://myanimelist.net/manga/9711/Bakuman,8.39,,[],[]
Omniscient Reader,https://myanimelist.net/manga/132214/Omniscient_Reader,8.39,,[],[]
Yuru Camp△,https://myanimelist.net/manga/94376/Yuru_Camp△,8.39,,[],[]
Kimi no Na wa.,https://myanimelist.net/manga/99314/Kimi_no_Na_wa,8.39,,[],[]
Koe no Katachi,https://myanimelist.net/manga/48621/Koe_no_Katachi,8.39,,[],[]
Tensei shitara Slime Datta Ken,https://myanimelist.net/manga/87609/Tensei_shitara_Slime_Datta_Ken,8.39,,[],[]
Shiori Experience: Jimi na Watashi to Hen na Ojisan,https://myanimelist.net/manga/87397/Shiori_Experience__Jimi_na_Watashi_to_Hen_na_Ojisan,8.38,,[],[]
Shadows House,https://myanimelist.net/manga/115730/Shadows_House,8.38,,[],[]
Look Back,https://myanimelist.net/manga/138673/Look_Back,8.38,,[],[]
xxxHOLiC,https://myanimelist.net/manga/10/xxxHOLiC,8.38,,[],[]
Cardcaptor Sakura,https://myanimelist.net/manga/106/Cardcaptor_Sakura,8.38,,[],[]
Kiseijuu,https://myanimelist.net/manga/401/Kiseijuu,8.38,,[],[]
SKET Dance,https://myanimelist.net/manga/1414/SKET_Dance,8.38,,[],[]
Boku dake ga Inai Machi,https://myanimelist.net/manga/39325/Boku_dake_ga_Inai_Machi,8.38,,[],[]
The Breaker: New Waves,https://myanimelist.net/manga/22651/The_Breaker__New_Waves,8.37,,[],[]
Toshokan no Daimajutsushi,https://myanimelist.net/manga/110771/Toshokan_no_Daimajutsushi,8.37,,[],[]
Veil,https://myanimelist.net/manga/132678/Veil,8.37,,[],[]
Harukaze no Étranger,https://myanimelist.net/manga/77609/Harukaze_no_Étranger,8.37,,[],[]
Dungeon Meshi,https://myanimelist.net/manga/85781/Dungeon_Meshi,8.37,,[],[]
Wotaku ni Koi wa Muzukashii,https://myanimelist.net/manga/89087/Wotaku_ni_Koi_wa_Muzukashii,8.37,,[],[]
Re:Zero kara Hajimeru Isekai Seikatsu Ex,https://myanimelist.net/manga/95243/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_Ex,8.37,,[],[]
SQ: Begin W/Your Name!,https://myanimelist.net/manga/93516/SQ__Begin_W_Your_Name,8.36,,[],[]
Kieta Hatsukoi,https://myanimelist.net/manga/122906/Kieta_Hatsukoi,8.36,,[],[]
Katanagatari,https://myanimelist.net/manga/18161/Katanagatari,8.36,,[],[]
Song of the Long March,https://myanimelist.net/manga/42001/Song_of_the_Long_March,8.36,,[],[]
Ballroom e Youkoso,https://myanimelist.net/manga/48347/Ballroom_e_Youkoso,8.36,,[],[]
Homunculus,https://myanimelist.net/manga/936/Homunculus,8.36,,[],[]
Nichijou,https://myanimelist.net/manga/3082/Nichijou,8.36,,[],[]
Hadashi no Gen,https://myanimelist.net/manga/3281/Hadashi_no_Gen,8.36,,[],[]
Daichouhen Doraemon,https://myanimelist.net/manga/12471/Daichouhen_Doraemon,8.36,,[],[]
Machida-kun no Sekai,https://myanimelist.net/manga/58141/Machida-kun_no_Sekai,8.36,,[],[]
Mahoutsukai no Yome,https://myanimelist.net/manga/61189/Mahoutsukai_no_Yome,8.35,,[],[]
Medalist,https://myanimelist.net/manga/129621/Medalist,8.35,,[],[]
Azumanga Daioh,https://myanimelist.net/manga/85/Azumanga_Daioh,8.35,,[],[]
Versailles no Bara,https://myanimelist.net/manga/660/Versailles_no_Bara,8.35,,[],[]
Konjiki no Gash!!,https://myanimelist.net/manga/869/Konjiki_no_Gash,8.35,,[],[]
Kanata kara,https://myanimelist.net/manga/923/Kanata_kara,8.35,,[],[]
Buddha,https://myanimelist.net/manga/1111/Buddha,8.35,,[],[]
Black Jack,https://myanimelist.net/manga/1600/Black_Jack,8.35,,[],[]
Ten: Tenhou-doori no Kaidanji,https://myanimelist.net/manga/3571/Ten__Tenhou-doori_no_Kaidanji,8.35,,[],[]
Hoshi no Samidare,https://myanimelist.net/manga/10552/Hoshi_no_Samidare,8.35,,[],[]
Umineko no Naku Koro ni - Episode 3: Banquet of the Golden Witch,https://myanimelist.net/manga/16081/Umineko_no_Naku_Koro_ni_-_Episode_3__Banquet_of_the_Golden_Witch,8.35,,[],[]
Lovely★Complex,https://myanimelist.net/manga/31/Lovely★Complex,8.34,,[],[]
Touch,https://myanimelist.net/manga/1013/Touch,8.34,,[],[]
Saikyou Densetsu Kurosawa,https://myanimelist.net/manga/3575/Saikyou_Densetsu_Kurosawa,8.34,,[],[]
Usogui,https://myanimelist.net/manga/9982/Usogui,8.34,,[],[]
Durarara!!,https://myanimelist.net/manga/16816/Durarara,8.34,,[],[]
Fate/strange Fake,https://myanimelist.net/manga/83903/Fate_strange_Fake,8.34,,[],[]
Fumetsu no Anata e,https://myanimelist.net/manga/102343/Fumetsu_no_Anata_e,8.34,,[],[]
Mairimashita! Iruma-kun,https://myanimelist.net/manga/104241/Mairimashita_Iruma-kun,8.34,,[],[]
Gochuumon wa Usagi desu ka?,https://myanimelist.net/manga/49835/Gochuumon_wa_Usagi_desu_ka,8.34,,[],[]
Gin no Saji,https://myanimelist.net/manga/25096/Gin_no_Saji,8.33,,[],[]
Ookami Kodomo no Ame to Yuki,https://myanimelist.net/manga/40761/Ookami_Kodomo_no_Ame_to_Yuki,8.33,,[],[]
Gakuen Alice,https://myanimelist.net/manga/320/Gakuen_Alice,8.33,,[],[]
Mars,https://myanimelist.net/manga/443/Mars,8.33,,[],[]
Shin Angyo Onshi,https://myanimelist.net/manga/736/Shin_Angyo_Onshi,8.33,,[],[]
Full Metal Panic! Sigma,https://myanimelist.net/manga/895/Full_Metal_Panic_Sigma,8.33,,[],[]
Piano no Mori,https://myanimelist.net/manga/2895/Piano_no_Mori,8.33,,[],[]
Ojisama to Neko,https://myanimelist.net/manga/112774/Ojisama_to_Neko,8.33,,[],[]
Shimeji Simulation,https://myanimelist.net/manga/117851/Shimeji_Simulation,8.33,,[],[]
Bocchi the Rock!,https://myanimelist.net/manga/118568/Bocchi_the_Rock,8.33,,[],[]
Naruto Shinden Series,https://myanimelist.net/manga/90531/Naruto_Shinden_Series,8.33,,[],[]
Youjo Senki,https://myanimelist.net/manga/98436/Youjo_Senki,8.33,,[],[]
Totsukuni no Shoujo,https://myanimelist.net/manga/93972/Totsukuni_no_Shoujo,8.32,,[],[]
Koko wa Ima kara Rinri desu.,https://myanimelist.net/manga/106809/Koko_wa_Ima_kara_Rinri_desu,8.32,,[],[]
Sora wa Akai Kawa no Hotori,https://myanimelist.net/manga/79/Sora_wa_Akai_Kawa_no_Hotori,8.31,,[],[]
Komatta Toki ni wa Hoshi ni Kike,https://myanimelist.net/manga/2459/Komatta_Toki_ni_wa_Hoshi_ni_Kike,8.31,,[],[]
Death Note Another Note: Los Angeles BB Renzoku Satsujin Jiken,https://myanimelist.net/manga/7458/Death_Note_Another_Note__Los_Angeles_BB_Renzoku_Satsujin_Jiken,8.31,,[],[]
Doukyuusei,https://myanimelist.net/manga/9699/Doukyuusei,8.31,,[],[]
Love So Life,https://myanimelist.net/manga/14236/Love_So_Life,8.31,,[],[]
Orange,https://myanimelist.net/manga/35573/Orange,8.31,,[],[]
Sakamichi no Apollon: Bonus Track,https://myanimelist.net/manga/47022/Sakamichi_no_Apollon__Bonus_Track,8.31,,[],[]
Violet Evergarden Gaiden,https://myanimelist.net/manga/113819/Violet_Evergarden_Gaiden,8.31,,[],[]
Boy Meets Maria,https://myanimelist.net/manga/119392/Boy_Meets_Maria,8.31,,[],[]
Canis Series,https://myanimelist.net/manga/57791/Canis_Series,8.31,,[],[]
Mushishi Tokubetsu-hen: Hihamukage,https://myanimelist.net/manga/62023/Mushishi_Tokubetsu-hen__Hihamukage,8.31,,[],[]
Chichi to Hige-Gorilla to Watashi,https://myanimelist.net/manga/84983/Chichi_to_Hige-Gorilla_to_Watashi,8.3,,[],[]
Tsubasa: RESERVoir CHRoNiCLE,https://myanimelist.net/manga/9/Tsubasa__RESERVoir_CHRoNiCLE,8.3,,[],[]
Kodomo no Omocha,https://myanimelist.net/manga/18/Kodomo_no_Omocha,8.3,,[],[]
Paradise Kiss,https://myanimelist.net/manga/29/Paradise_Kiss,8.3,,[],[]
Blame!,https://myanimelist.net/manga/149/Blame,8.3,,[],[]
Hellsing,https://myanimelist.net/manga/267/Hellsing,8.3,,[],[]
Claymore,https://myanimelist.net/manga/583/Claymore,8.3,,[],[]
Tokyo Crazy Paradise,https://myanimelist.net/manga/762/Tokyo_Crazy_Paradise,8.3,,[],[]
Angel Densetsu,https://myanimelist.net/manga/838/Angel_Densetsu,8.3,,[],[]
Higurashi no Naku Koro ni Kai: Meakashi-hen,https://myanimelist.net/manga/1262/Higurashi_no_Naku_Koro_ni_Kai__Meakashi-hen,8.3,,[],[]
Dengeki Daisy,https://myanimelist.net/manga/5255/Dengeki_Daisy,8.3,,[],[]
Gakuen Babysitters,https://myanimelist.net/manga/16922/Gakuen_Babysitters,8.3,,[],[]
Jigokuraku,https://myanimelist.net/manga/112318/Jigokuraku,8.3,,[],[]
Shousetsu Kimi no Na wa.,https://myanimelist.net/manga/121781/Shousetsu_Kimi_no_Na_wa,8.3,,[],[]
Teito Seihai Kitan: Fate/type Redline,https://myanimelist.net/manga/123444/Teito_Seihai_Kitan__Fate_type_Redline,8.3,,[],[]
Yomawari Sensei,https://myanimelist.net/manga/17910/Yomawari_Sensei,8.3,,[],[]
Saiki Kusuo no Ψ-nan,https://myanimelist.net/manga/37755/Saiki_Kusuo_no_Ψ-nan,8.3,,[],[]
Sword Art Online: Progressive,https://myanimelist.net/manga/43921/Sword_Art_Online__Progressive,8.3,,[],[]
Kengan Ashura,https://myanimelist.net/manga/72025/Kengan_Ashura,8.29,,[],[]
Bleach: Can't Fear Your Own World,https://myanimelist.net/manga/106602/Bleach__Cant_Fear_Your_Own_World,8.29,,[],[]
Machikado Mazoku,https://myanimelist.net/manga/108566/Machikado_Mazoku,8.29,,[],[]
D.Gray-man,https://myanimelist.net/manga/24/DGray-man,8.29,,[],[]
Hanazakari no Kimitachi e,https://myanimelist.net/manga/57/Hanazakari_no_Kimitachi_e,8.29,,[],[]
Detective Conan,https://myanimelist.net/manga/1061/Detective_Conan,8.29,,[],[]
Higurashi no Naku Koro ni Kai: Tsumihoroboshi-hen,https://myanimelist.net/manga/1263/Higurashi_no_Naku_Koro_ni_Kai__Tsumihoroboshi-hen,8.29,,[],[]
Liar Game,https://myanimelist.net/manga/1649/Liar_Game,8.29,,[],[]
Hana to Akuma,https://myanimelist.net/manga/6520/Hana_to_Akuma,8.29,,[],[]
Higurashi no Naku Koro ni Kai: Minagoroshi-hen,https://myanimelist.net/manga/9548/Higurashi_no_Naku_Koro_ni_Kai__Minagoroshi-hen,8.29,,[],[]
Takemitsuzamurai,https://myanimelist.net/manga/15306/Takemitsuzamurai,8.29,,[],[]
Petshop of Horrors,https://myanimelist.net/manga/128/Petshop_of_Horrors,8.28,,[],[]
Planetes,https://myanimelist.net/manga/481/Planetes,8.28,,[],[]
Black Lagoon,https://myanimelist.net/manga/735/Black_Lagoon,8.28,,[],[]
Hachimitsu to Clover,https://myanimelist.net/manga/1009/Hachimitsu_to_Clover,8.28,,[],[]
Boogiepop Series,https://myanimelist.net/manga/1315/Boogiepop_Series,8.28,,[],[]
Kimi ni Todoke,https://myanimelist.net/manga/3378/Kimi_ni_Todoke,8.28,,[],[]
Umineko no Naku Koro ni - Episode 4: Alliance of the Golden Witch,https://myanimelist.net/manga/16144/Umineko_no_Naku_Koro_ni_-_Episode_4__Alliance_of_the_Golden_Witch,8.28,,[],[]
Annarasumanara,https://myanimelist.net/manga/30079/Annarasumanara,8.28,,[],[]
After School Lessons for Unripe Apples,https://myanimelist.net/manga/147448/After_School_Lessons_for_Unripe_Apples,8.28,,[],[]
Kage no Jitsuryokusha ni Naritakute!,https://myanimelist.net/manga/119022/Kage_no_Jitsuryokusha_ni_Naritakute,8.28,,[],[]
NHK ni Youkoso!,https://myanimelist.net/manga/119282/NHK_ni_Youkoso,8.28,,[],[]
Hidamari ga Kikoeru: Limit,https://myanimelist.net/manga/112091/Hidamari_ga_Kikoeru__Limit,8.27,,[],[]
Watashi no Oshi wa Akuyaku Reijou.: Revolution,https://myanimelist.net/manga/138424/Watashi_no_Oshi_wa_Akuyaku_Reijou__Revolution,8.27,,[],[]
No.6,https://myanimelist.net/manga/24308/No6,8.27,,[],[]
Shouwa Genroku Rakugo Shinjuu,https://myanimelist.net/manga/26704/Shouwa_Genroku_Rakugo_Shinjuu,8.27,,[],[]
Tokyo Ghoul:re,https://myanimelist.net/manga/81117/Tokyo_Ghoul_re,8.27,,[],[]
Kusuriya no Hitorigoto,https://myanimelist.net/manga/86769/Kusuriya_no_Hitorigoto,8.27,,[],[]
Saint Seiya: The Lost Canvas - Meiou Shinwa,https://myanimelist.net/manga/1047/Saint_Seiya__The_Lost_Canvas_-_Meiou_Shinwa,8.27,,[],[]
Saiyuuki Gaiden,https://myanimelist.net/manga/1097/Saiyuuki_Gaiden,8.27,,[],[]
Magi,https://myanimelist.net/manga/14790/Magi,8.27,,[],[]
Private Opinion: Banana Fish Another Story,https://myanimelist.net/manga/16593/Private_Opinion__Banana_Fish_Another_Story,8.27,,[],[]
The Greatest Estate Developer,https://myanimelist.net/manga/147272/The_Greatest_Estate_Developer,8.27,,[],[]
Taishou Otome Otogibanashi,https://myanimelist.net/manga/96044/Taishou_Otome_Otogibanashi,8.27,,[],[]
Koimonogatari,https://myanimelist.net/manga/92252/Koimonogatari,8.26,,[],[]
Beastars,https://myanimelist.net/manga/103701/Beastars,8.26,,[],[]
Hai to Gensou no Grimgar,https://myanimelist.net/manga/56755/Hai_to_Gensou_no_Grimgar,8.26,,[],[]
Sweet Home,https://myanimelist.net/manga/124845/Sweet_Home,8.26,,[],[]
Dandadan,https://myanimelist.net/manga/135496/Dandadan,8.26,,[],[]
Kuragehime,https://myanimelist.net/manga/17904/Kuragehime,8.26,,[],[]
Ansatsu Kyoushitsu,https://myanimelist.net/manga/39883/Ansatsu_Kyoushitsu,8.26,,[],[]
JoJo no Kimyou na Bouken Part 6: Stone Ocean,https://myanimelist.net/manga/3009/JoJo_no_Kimyou_na_Bouken_Part_6__Stone_Ocean,8.26,,[],[]
Kamigami no Itadaki,https://myanimelist.net/manga/4625/Kamigami_no_Itadaki,8.26,,[],[]
Toaru Majutsu no Index Gaiden: Toaru Kagaku no Railgun,https://myanimelist.net/manga/7776/Toaru_Majutsu_no_Index_Gaiden__Toaru_Kagaku_no_Railgun,8.26,,[],[]
Eden: It's an Endless World!,https://myanimelist.net/manga/731/Eden__Its_an_Endless_World,8.25,,[],[]
Sunny,https://myanimelist.net/manga/23571/Sunny,8.25,,[],[]
Feng Shen Ji II,https://myanimelist.net/manga/43915/Feng_Shen_Ji_II,8.25,,[],[]
Return of the Blossoming Blade,https://myanimelist.net/manga/146878/Return_of_the_Blossoming_Blade,8.25,,[],[]
Seasons of Blossom,https://myanimelist.net/manga/145539/Seasons_of_Blossom,8.24,,[],[]
Act-age,https://myanimelist.net/manga/112115/Act-age,8.24,,[],[]
Villains Are Destined to Die,https://myanimelist.net/manga/133641/Villains_Are_Destined_to_Die,8.24,,[],[]
Kishuku Gakkou no Juliet,https://myanimelist.net/manga/91514/Kishuku_Gakkou_no_Juliet,8.24,,[],[]
Kaichou wa Maid-sama!: Marriage,https://myanimelist.net/manga/103989/Kaichou_wa_Maid-sama__Marriage,8.24,,[],[]
Rokka no Yuusha,https://myanimelist.net/manga/55869/Rokka_no_Yuusha,8.24,,[],[]
Feng Shen Ji III,https://myanimelist.net/manga/44711/Feng_Shen_Ji_III,8.24,,[],[]
Silver Diamond,https://myanimelist.net/manga/1208/Silver_Diamond,8.24,,[],[]
Sanctuary,https://myanimelist.net/manga/1461/Sanctuary,8.24,,[],[]
Cat Street,https://myanimelist.net/manga/1802/Cat_Street,8.24,,[],[]
Akagami no Shirayuki-hime,https://myanimelist.net/manga/4571/Akagami_no_Shirayuki-hime,8.24,,[],[]
Toradora!,https://myanimelist.net/manga/7149/Toradora,8.24,,[],[]
GTO: Shonan 14 Days,https://myanimelist.net/manga/14531/GTO__Shonan_14_Days,8.24,,[],[]
Ghost Hunt,https://myanimelist.net/manga/158/Ghost_Hunt,8.23,,[],[]
Genshiken,https://myanimelist.net/manga/348/Genshiken,8.23,,[],[]
Shonan Junai Gumi!,https://myanimelist.net/manga/445/Shonan_Junai_Gumi,8.23,,[],[]
Hourou Musuko,https://myanimelist.net/manga/585/Hourou_Musuko,8.23,,[],[]
Trigun Maximum,https://myanimelist.net/manga/704/Trigun_Maximum,8.23,,[],[]
Rookies,https://myanimelist.net/manga/915/Rookies,8.23,,[],[]
Solanin,https://myanimelist.net/manga/3731/Solanin,8.23,,[],[]
Hikari to Tomo ni...: Jiheishouji wo Kakaete,https://myanimelist.net/manga/4258/Hikari_to_Tomo_ni__Jiheishouji_wo_Kakaete,8.23,,[],[]
Hitsugikatsugi no Kuro.: Kaichu Tabi no Wa,https://myanimelist.net/manga/4453/Hitsugikatsugi_no_Kuro__Kaichu_Tabi_no_Wa,8.23,,[],[]
Yuru Yuri,https://myanimelist.net/manga/11593/Yuru_Yuri,8.23,,[],[]
Kimetsu no Yaiba,https://myanimelist.net/manga/96792/Kimetsu_no_Yaiba,8.23,,[],[]
Shousetsu NieR:Automata,https://myanimelist.net/manga/108495/Shousetsu_NieR_Automata,8.23,,[],[]
Danshi Koukousei no Nichijou,https://myanimelist.net/manga/26144/Danshi_Koukousei_no_Nichijou,8.23,,[],[]
Taiyou no Ie,https://myanimelist.net/manga/26736/Taiyou_no_Ie,8.23,,[],[]
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,https://myanimelist.net/manga/56743/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka,8.23,,[],[]
Tsurezure Children,https://myanimelist.net/manga/58027/Tsurezure_Children,8.23,,[],[]
Yugami-kun ni wa Tomodachi ga Inai,https://myanimelist.net/manga/62547/Yugami-kun_ni_wa_Tomodachi_ga_Inai,8.23,,[],[]
Dead Dead Demon's Dededededestruction,https://myanimelist.net/manga/70801/Dead_Dead_Demons_Dededededestruction,8.23,,[],[]
Meteor Methuselah,https://myanimelist.net/manga/373/Meteor_Methuselah,8.22,,[],[]
Saiyuuki Reload,https://myanimelist.net/manga/510/Saiyuuki_Reload,8.22,,[],[]
Crows,https://myanimelist.net/manga/5651/Crows,8.22,,[],[]
Diamond no Ace,https://myanimelist.net/manga/10884/Diamond_no_Ace,8.22,,[],[]
Tasogare Otome x Amnesia,https://myanimelist.net/manga/15805/Tasogare_Otome_x_Amnesia,8.22,,[],[]
Non Non Biyori,https://myanimelist.net/manga/17552/Non_Non_Biyori,8.22,,[],[]
Spirit Fingers,https://myanimelist.net/manga/112370/Spirit_Fingers,8.22,,[],[]
Rojica to Rakkasei,https://myanimelist.net/manga/114793/Rojica_to_Rakkasei,8.22,,[],[]
Boku ga Otto ni Deau made,https://myanimelist.net/manga/132962/Boku_ga_Otto_ni_Deau_made,8.22,,[],[]
Aku no Hana,https://myanimelist.net/manga/24705/Aku_no_Hana,8.22,,[],[]
Bungou Stray Dogs Wan!,https://myanimelist.net/manga/98379/Bungou_Stray_Dogs_Wan,8.22,,[],[]
Steins;Gate 0,https://myanimelist.net/manga/107548/Steins_Gate_0,8.21,,[],[]
Initial D,https://myanimelist.net/manga/375/Initial_D,8.21,,[],[]
7 Seeds,https://myanimelist.net/manga/1075/7_Seeds,8.21,,[],[]
Kininatteru Hito ga Otoko ja Nakatta,https://myanimelist.net/manga/155861/Kininatteru_Hito_ga_Otoko_ja_Nakatta,8.21,,[],[]
Hirunaka no Ryuusei,https://myanimelist.net/manga/27231/Hirunaka_no_Ryuusei,8.21,,[],[]
Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,https://myanimelist.net/manga/45855/Mondaiji-tachi_ga_Isekai_kara_Kuru_Sou_desu_yo,8.21,,[],[]
Shin High School DxD,https://myanimelist.net/manga/114787/Shin_High_School_DxD,8.21,,[],[]
"Mata, Onaji Yume wo Miteita",https://myanimelist.net/manga/134997/Mata_Onaji_Yume_wo_Miteita,8.21,,[],[]
